MatchRA,MatchDec,MatchID,NumImages,NumFilters,NumVisits,A_F606W,A_F775W,A_F814W,A_F850LP,W3_F110W,W3_F160W,CI
104.56574418519236,-55.95647438613681,44524718,2,2,1,25.65749931335449,,25.23699951171875,,,,1.9153703693990352
104.5666898298768,-55.9421358776298,44542343,3,3,2,23.341699600219727,,22.45199966430664,,,,1.4742283541479226
104.58168577943157,-55.9618465735136,44550325,2,2,1,25.04730033874512,,23.83009910583496,,,,1.658935182624393
104.63712877605012,-55.97127729028147,44578299,2,2,1,,,,,25.875900268554688,25.87240028381348,2.1466710690115054
104.64964495579036,-55.94608893726377,44613662,2,2,1,,,,,25.272499084472656,25.1028995513916,3.062754556504902
104.65106590372169,-55.950427976532,44645131,5,2,3,,,,,25.183500289916992,24.38105010986328,2.929268643927218
104.64773218967476,-55.95823957641269,44648130,9,5,7,25.65060043334961,25.238399505615234,,,24.71430015563965,24.48569965362549,1.9171822266565772
104.59645906508082,-55.95691118453095,44652173,6,5,4,21.74919986724853,21.232200622558597,21.21299934387207,21.099000930786133,,,2.055284663838191
104.65987882278525,-55.93277648503121,44655055,8,6,7,21.69939994812012,21.39800071716309,,21.3700008392334,21.303199768066406,21.21640014648437,2.4354770084518385
104.5950420645896,-55.931118579152304,44755807,2,2,1,26.81419944763184,,26.385400772094727,,,,1.4467129552805864
104.60663802711704,-55.93222833914861,44767631,5,5,3,25.180599212646484,24.41119956970215,24.415599822998047,,23.765600204467773,23.60849952697754,2.277976913370435
104.52887956833732,-55.96107604135293,66621188,1,1,1,,,,,,,1.86388889948527
104.67153764963555,-55.9629194267925,66638690,2,1,2,,,,,26.671250343322757,,2.1391964384487694
104.68843299663511,-55.94595167874718,66660818,3,3,2,,25.601600646972656,,,24.51740074157715,24.492900848388672,2.3529743181516607
104.66931200908334,-55.95015957631279,66694616,2,2,1,,,,,25.27020072937012,25.03870010375977,3.478511399043394
104.58173823299391,-55.93973322931121,66720963,1,1,1,,,,,,,1.4830555076952332
104.60771250500832,-55.934047209934434,66725831,2,2,1,,,,,24.181299209594727,24.129600524902344,3.452221397906224
104.6724011694687,-55.9395294581707,66727623,1,1,1,,,,,26.824800491333008,,2.190178632736206
104.683418088652,-55.94828463072511,66814707,2,2,1,,,,,24.55220031738281,24.125200271606445,2.6536207368124773
104.6239668861244,-55.94565993535944,66823869,4,2,2,,,,,24.992350578308105,24.86620044708252,3.0642023893879418
104.67750350685776,-55.9478826405588,66826468,6,4,4,26.42650032043457,25.812599182128903,,,25.551300048828125,25.2093505859375,1.605992740121013
104.5480481794449,-55.928263311156265,66875373,2,2,1,24.789400100708008,,24.348499298095703,,,,2.18444444515087
104.60291202662272,-55.9307750467421,66887764,1,1,1,,,,,25.2549991607666,,2.821964238371168
104.61573811000665,-55.93671575137498,66916053,1,1,1,,,,,26.79669952392578,,2.174285692828042
104.6492717117388,-55.9651918584792,89476561,2,2,1,,,,,25.63050079345703,25.021900177001957,3.2356423228534297
104.66149677732894,-55.91733093020705,89518603,1,1,1,,,,,,,1.6121505409158683
104.63504743194132,-55.925974015689306,89594937,2,2,1,,,,,22.86429977416992,22.493200302124023,3.1777238493153788
104.62682217332215,-55.95037547997608,89595751,4,2,2,,,,,25.493199348449707,25.420199394226078,2.403807938734351
104.66832190508444,-55.93405531148476,89608543,6,4,6,20.354999542236328,19.832599639892575,,19.585399627685547,,,2.159091309544792
104.6775820090635,-55.96458628181384,89619230,2,2,1,,,,,20.38800048828125,19.99329948425293,3.823779354979997
104.63204691497086,-55.97595024233216,89629740,5,5,4,24.54610061645508,22.68219947814941,,22.171300888061523,21.64539909362793,21.140600204467773,1.586431820146605
104.55562586088976,-55.93688735761975,89669477,2,2,1,25.914899826049805,,25.488100051879883,,,,1.6206944430315935
104.65028911894544,-55.95330667604368,89712117,6,2,3,,,,,24.342300415039062,24.12779998779297,2.925575661189012
104.6785968580168,-55.93412437414294,89728185,5,3,5,,24.55430030822754,,23.5408992767334,,,2.245687011346796
104.60819127090409,-55.93041423331928,89750042,1,1,1,,25.96540069580078,,,,,1.701296258855749
104.66477526295996,-55.96752396534997,89753204,3,2,2,,,,,25.86514949798584,25.66320037841797,2.1641088447082777
104.54644581518252,-55.93997280381736,89761415,1,1,1,,,,,,,1.7336111377786705
104.61256162256132,-55.93075725937844,89800088,1,1,1,,25.492900848388672,,,,,1.9810184284492771
104.64972845935269,-55.96530502501193,4458037,1,1,1,,,,,25.80599975585937,,3.497321477958134
104.60800309349696,-55.930469058035655,4474196,1,1,1,,25.729799270629883,,,,,1.786574059062534
104.60203060393536,-55.94260394388208,4525848,2,2,1,,,,,25.53689956665039,25.48450088500977,2.8241097196332934
104.65409423786272,-55.94935085513155,4534191,4,2,2,,,,,23.630550384521484,23.28969955444336,3.605047983528454
104.60699762287898,-55.93625867007552,4537924,8,7,5,21.530150413513184,20.524799346923828,20.45050048828125,20.22209930419922,20.13629913330078,19.786300659179688,1.632144315200272
104.68859192906147,-55.93516884189573,4566540,3,3,3,23.23550033569336,22.322799682617188,,22.058399200439453,,,1.801074897293945
104.60797446100597,-55.93416514066445,4594871,2,2,1,,,,,24.177600860595703,23.97559928894043,3.4837846848756264
104.69028801909032,-55.94046385201146,4740878,1,1,1,,25.847000122070312,,,,,1.855463010293466
104.65632797357168,-55.95667896631176,4747377,1,1,1,,,,,,19.16270065307617,2.828955294480964
104.67229766407644,-55.96795249679065,4782257,7,5,5,25.182600021362305,22.91119956970215,,22.9596004486084,22.514949798583984,22.32999992370605,2.307992218852497
104.6287401128978,-55.94084084530543,4790561,1,1,1,,,,,26.20680046081543,,2.8814285993576045
104.57666794294362,-55.921011511282046,4805068,1,1,1,,,,,,,1.9740740458170567
104.66887413543714,-55.920857266614725,4832067,3,1,3,,,,,,,1.9375627186136004
104.7082938574452,-55.93194038531281,28206835,2,2,2,,21.507999420166016,,21.283899307250977,,,1.7324824119284084
104.61044343404978,-55.97177456023925,28246155,4,4,3,25.554500579833984,24.68160057067871,24.41580009460449,24.55769920349121,,,2.0174385753780184
104.55527410380554,-55.95406639767543,28344674,3,3,2,22.439699172973636,,21.672800064086918,,,,1.5726234441922031
104.63119459500092,-55.96064412865432,28346656,7,5,5,25.334800720214844,24.785200119018555,,24.52470016479492,23.657999992370605,22.941200256347656,1.8966403401557717
104.58117486742756,-55.93020547711717,28368731,2,2,1,26.233699798583984,,26.17289924621582,,,,1.652870410018497
104.6088064294112,-55.94815583886347,28447159,2,2,1,,,,,24.166900634765625,23.896699905395508,2.9127251348897083
104.61387926612684,-55.95205830345476,28451908,2,2,1,,,,,24.42140007019043,24.225500106811523,3.055110516578658
104.63375059060576,-55.94751827594161,28465241,6,2,3,,,,,25.239200592041016,25.206600189208984,2.460326893518559
104.620371856396,-55.945858817798886,28469808,3,3,2,25.16650009155273,24.110300064086918,24.2637996673584,,,,1.8928703702526328
104.6412649110688,-55.938342471708594,28506149,3,2,2,,,,,18.9463005065918,18.500800132751465,3.548624770558295
104.62456273040924,-55.92368301045254,28536163,6,6,4,25.7406005859375,24.996400833129883,24.939599990844727,24.985200881958008,24.853200912475582,24.581600189208984,2.084564159017676
104.61080096289652,-55.94913727284555,28562966,1,1,1,,,,,,23.491300582885746,3.367761355727466
104.64143223420272,-55.96061811635243,28584268,1,1,1,,,,,26.84819984436035,,2.6641070842742915
